IoUs for image 368: {1: 0.004371584699453552, 2: 0.7473831123517097, 3: 0.8130890052356021}
IoUs for image 369: {1: nan, 2: 0.8474702380952381, 3: 0.6216861081654295}
IoUs for image 370: {1: 0.22351121423047177, 2: 0.0, 3: 0.0}
IoUs for image 371: {1: 0.0, 2: 0.6912726937609437, 3: 0.0}
IoUs for image 372: {1: 0.0, 2: 0.09659071557508259, 3: 0.0}
IoUs for image 373: {1: 0.05447728275253639, 2: 0.0, 3: 0.0}
IoUs for image 374: {1: nan, 2: 0.8618612380556709, 3: 0.914876476906552}
IoUs for image 375: {1: 0.0, 2: 0.872025295390248, 3: nan}
IoUs for image 376: {1: 0.05009727626459144, 2: 0.0, 3: 0.0}
IoUs for image 377: {1: nan, 2: 0.8191536748329621, 3: 0.9055501460564752}
IoUs for image 378: {1: 0.0, 2: 0.8072178023751874, 3: 0.0}
IoUs for image 379: {1: 0.09422492401215805, 2: 0.0, 3: 0.6373626373626373}
IoUs for image 380: {1: 0.0, 2: 0.1272373938836044, 3: 0.0}
IoUs for image 381: {1: 0.17770419426048564, 2: 0.0, 3: 0.4315068493150685}
IoUs for image 382: {1: 0.0, 2: 0.1287724197186124, 3: 0.0}
IoUs for image 383: {1: 0.0, 2: 0.0, 3: 0.0}
IoUs for image 384: {1: 0.0, 2: 0.0, 3: 0.0}
IoUs for image 385: {1: 0.22730521801286632, 2: 0.0, 3: 0.0}
IoUs for image 386: {1: 0.10495049504950495, 2: 0.0, 3: 0.0}
IoUs for image 387: {1: 0.1965412479551297, 2: 0.0, 3: 0.0}
IoUs for image 388: {1: 0.0, 2: 0.0503713464302827, 3: 0.0}
IoUs for image 389: {1: 0.0, 2: 0.0, 3: 0.0}
IoUs for image 390: {1: 0.0, 2: 0.0, 3: 0.4256256256256256}
IoUs for image 391: {1: 0.2361966625601971, 2: 0.0, 3: 0.5513342379014021}
IoUs for image 392: {1: 0.0, 2: 0.0, 3: 0.0}
IoUs for image 393: {1: 0.0, 2: 0.0, 3: 0.0}
IoUs for image 394: {1: 0.0, 2: 0.0, 3: 0.045202952029520294}
IoUs for image 395: {1: 0.0, 2: 0.8016743648960739, 3: 0.0}
IoUs for image 396: {1: 0.3295816001957426, 2: 0.0, 3: 0.0}
IoUs for image 397: {1: 0.0, 2: 0.0, 3: 0.0}
IoUs for image 398: {1: 0.17129448572545952, 2: 0.0, 3: 0.0}
IoUs for image 399: {1: 0.07250079846694348, 2: 0.0, 3: 0.0}
IoUs for image 400: {1: 0.0, 2: 0.8606885508406725, 3: 0.804798800299925}
IoUs for image 401: {1: 0.0, 2: 0.0, 3: 0.0}
IoUs for image 402: {1: 0.0, 2: 0.0, 3: 0.009511315185306658}
IoUs for image 403: {1: 0.1976112920738328, 2: 0.0, 3: 0.799736147757256}
IoUs for image 404: {1: 0.0, 2: 0.0, 3: 0.0}
IoUs for image 405: {1: 0.2628900495513593, 2: 0.0, 3: 0.878535170413343}
IoUs for image 406: {1: 0.13502898821769216, 2: 0.0, 3: 0.0}
IoUs for image 407: {1: 0.0, 2: 0.6934840425531915, 3: 0.0}
IoUs for image 408: {1: 0.0, 2: 0.06734244160423093, 3: 0.0}
IoUs for image 409: {1: 0.015873015873015872, 2: 0.0, 3: 0.0}
IoUs for image 410: {1: 0.0, 2: 0.00034626038781163435, 3: 0.0}
IoUs for image 411: {1: nan, 2: 0.7877659574468086, 3: 0.5739348370927319}
IoUs for image 412: {1: 0.0, 2: 0.0, 3: 0.4210850801479655}
IoUs for image 413: {1: 0.0, 2: 0.2355407439260374, 3: 0.0}
IoUs for image 414: {1: 0.0, 2: 0.0, 3: 0.4539194915254237}
IoUs for image 415: {1: 0.0, 2: 0.0, 3: 0.4862453531598513}
IoUs for image 416: {1: 0.0, 2: 0.00014683209749651274, 3: 0.0}
IoUs for image 417: {1: 0.0, 2: 0.7150236762806715, 3: 0.0}
IoUs for image 418: {1: 0.12099125364431487, 2: 0.0, 3: 0.0}
IoUs for image 419: {1: 0.0, 2: 0.6571945233789719, 3: 0.0}
IoUs for image 420: {1: 0.07330016583747927, 2: 0.0, 3: 0.0}
IoUs for image 421: {1: 0.15556001605780811, 2: 0.0, 3: 0.0}
IoUs for image 422: {1: 0.0, 2: 0.0, 3: 0.771964461994077}
IoUs for image 423: {1: 0.0, 2: 0.0, 3: nan}
IoUs for image 424: {1: 0.0, 2: 0.8733569789276028, 3: 0.7301587301587301}
IoUs for image 425: {1: 0.0, 2: 0.0, 3: 0.0}
IoUs for image 426: {1: 0.0, 2: 0.0, 3: 0.7824726134585289}
IoUs for image 427: {1: 0.16539634146341464, 2: 0.0, 3: 0.9233494363929147}
IoUs for image 428: {1: 0.0, 2: 0.7942976679321299, 3: 0.5931623931623932}
IoUs for image 429: {1: 0.0, 2: 0.0, 3: 0.0}
IoUs for image 430: {1: nan, 2: 0.8428015564202335, 3: 0.0}
IoUs for image 431: {1: 0.27066157249145384, 2: 0.0, 3: 0.0}
IoUs for image 432: {1: 0.0, 2: 0.0, 3: 0.0}
IoUs for image 433: {1: 0.0, 2: 0.0, 3: 0.0}
IoUs for image 434: {1: 0.0, 2: 0.0, 3: 0.585881753312946}
IoUs for image 435: {1: 0.0, 2: 0.36380782731702205, 3: 0.0}
IoUs for image 436: {1: 0.0, 2: 0.0, 3: nan}
IoUs for image 437: {1: 0.0, 2: 0.0, 3: 0.0}
IoUs for image 438: {1: 0.0, 2: 0.8601045610239769, 3: 0.0}
IoUs for image 439: {1: 0.0, 2: 0.7626127223982452, 3: 0.8709595316874523}
IoUs for image 440: {1: 0.0, 2: 0.0, 3: 0.0}
IoUs for image 441: {1: 0.0, 2: 0.0, 3: 0.0}
IoUs for image 442: {1: 0.4485294117647059, 2: 0.0, 3: 0.8914845516201959}
IoUs for image 443: {1: 0.0, 2: 0.6010806216610005, 3: 0.0}
IoUs for image 444: {1: 0.0, 2: 0.683668694431446, 3: 0.0}
IoUs for image 445: {1: 0.0, 2: 0.8355112333791839, 3: 0.6834381551362684}
IoUs for image 446: {1: 0.0, 2: 0.0, 3: 0.0}
IoUs for image 447: {1: 0.08894536213468869, 2: 0.0, 3: 0.44351961950059454}
IoUs for image 448: {1: 0.0, 2: 0.7750690880378998, 3: 0.0}
IoUs for image 449: {1: 0.0, 2: 0.020963104935313847, 3: 0.0}
IoUs for image 450: {1: 0.0, 2: 0.0, 3: 0.0}
IoUs for image 451: {1: 0.0, 2: 0.0, 3: 0.858433734939759}
IoUs for image 452: {1: 0.2140221402214022, 2: 0.0, 3: 0.7000594530321046}
IoUs for image 453: {1: 0.0, 2: 0.06656301622777185, 3: 0.0}
IoUs for image 454: {1: 0.0, 2: 0.0, 3: 0.0}
IoUs for image 455: {1: 0.1486623772434812, 2: 0.0, 3: 0.38175132153527924}
IoUs for image 456: {1: 0.0, 2: 0.23339258674040425, 3: 0.0}
IoUs for image 457: {1: 0.048807339449541284, 2: 0.0, 3: 0.0}
IoUs for image 458: {1: 0.00838635049161365, 2: 0.0, 3: 0.0}
IoUs for image 459: {1: 0.13539967373572595, 2: 0.0, 3: 0.0}
IoUs for image 460: {1: nan, 2: 0.895232994108195, 3: 0.8240592473979184}
IoUs for image 461: {1: 0.044616519174041296, 2: 0.0, 3: 0.0}
IoUs for image 462: {1: 0.0, 2: 0.0, 3: nan}
IoUs for image 463: {1: nan, 2: 0.7650172612197929, 3: 0.7841839949590422}
IoUs for image 464: {1: 0.0, 2: 0.9148885159434188, 3: 0.0}
IoUs for image 465: {1: 0.0, 2: 0.07234042553191489, 3: 0.0}
IoUs for image 466: {1: 0.0, 2: 0.0, 3: 0.0}
IoUs for image 467: {1: 0.0, 2: 0.0, 3: 0.0}
IoUs for image 468: {1: nan, 2: 0.7287598275424804, 3: 0.675356921166977}
IoUs for image 469: {1: 0.023779724655819776, 2: 0.0, 3: 0.0}
IoUs for image 470: {1: 0.23586367157242447, 2: 0.0, 3: 0.0}
IoUs for image 471: {1: 0.0, 2: 0.09241988950276243, 3: 0.0}
IoUs for image 472: {1: 0.0, 2: 0.0, 3: 0.13586145117945655}
IoUs for image 473: {1: 0.0, 2: 0.0, 3: 0.0}
IoUs for image 474: {1: 0.0, 2: 0.0, 3: 0.0}
IoUs for image 475: {1: 0.0, 2: 0.0, 3: 0.688710570005534}
IoUs for image 476: {1: 0.0, 2: 0.14369877049180327, 3: 0.0}
IoUs for image 477: {1: 0.0, 2: 0.9047415634344297, 3: 0.0}
IoUs for image 478: {1: 0.04854642957945244, 2: 0.0, 3: 0.0}
IoUs for image 479: {1: nan, 2: 0.7864630399421652, 3: 0.8705717292178183}
IoUs for image 480: {1: nan, 2: 0.18526523806583092, 3: 0.0}
IoUs for image 481: {1: 0.0, 2: 0.0, 3: 0.5910010111223458}
IoUs for image 482: {1: 0.0, 2: 0.8491566684054946, 3: 0.8731571627260083}
IoUs for image 483: {1: nan, 2: 0.8156381755461862, 3: 0.80990099009901}
IoUs for image 484: {1: 0.0, 2: 0.0, 3: 0.0}
IoUs for image 485: {1: 0.0, 2: 0.38817991631799165, 3: nan}
IoUs for image 486: {1: 0.0, 2: 0.5693350831146107, 3: 0.0}
IoUs for image 487: {1: 0.06370070778564206, 2: 0.0, 3: 0.0}
IoUs for image 488: {1: 0.0, 2: 0.0, 3: 0.6968104385646974}
IoUs for image 489: {1: 0.0, 2: 0.0, 3: 0.0}
IoUs for image 490: {1: 0.0, 2: 0.0, 3: 0.0}
IoUs for image 491: {1: 0.0, 2: 0.0, 3: 0.0}
IoUs for image 492: {1: 0.0, 2: 0.23345969168562042, 3: 0.0}
IoUs for image 493: {1: 0.0, 2: 0.6621621621621622, 3: 0.0}
IoUs for image 494: {1: 0.0, 2: 0.0, 3: 0.0}
IoUs for image 495: {1: 0.0, 2: 0.49629390912020627, 3: 0.0}
IoUs for image 496: {1: 0.0, 2: 0.0, 3: 0.0}
IoUs for image 497: {1: 0.0, 2: 0.0, 3: 0.0}
IoUs for image 498: {1: 0.0, 2: 0.0, 3: 0.0}
IoUs for image 499: {1: 0.0, 2: 0.0, 3: 0.0}
IoUs for image 500: {1: 0.041529605263157895, 2: 0.0, 3: 0.0}
IoUs for image 501: {1: nan, 2: 0.9000934797849965, 3: nan}
IoUs for image 502: {1: 0.0, 2: 0.0, 3: 0.0}
IoUs for image 503: {1: 0.0, 2: 0.645044357531241, 3: 0.0}
IoUs for image 504: {1: 0.0, 2: 0.0, 3: 0.0}
IoUs for image 505: {1: 0.06021341463414634, 2: 0.0, 3: 0.614260666277031}
IoUs for image 506: {1: 0.0, 2: 0.0, 3: 0.0}
IoUs for image 507: {1: 0.0, 2: 0.85326278659612, 3: 0.0}
IoUs for image 508: {1: 0.00036469730123997083, 2: 0.0, 3: 0.0}
IoUs for image 509: {1: 0.039847772554286995, 2: 0.0, 3: 0.0}
IoUs for image 510: {1: 0.0, 2: 0.9196404614971827, 3: nan}
IoUs for image 511: {1: 0.0, 2: 0.0, 3: 0.37254901960784315}
IoUs for image 512: {1: 0.0, 2: 0.021109296558398355, 3: 0.0}
IoUs for image 513: {1: 0.011633428300094967, 2: 0.0, 3: 0.0}
IoUs for image 514: {1: 0.0, 2: 0.0, 3: nan}
IoUs for image 515: {1: 0.0, 2: 0.0, 3: 0.7430129516019086}
IoUs for image 516: {1: 0.0, 2: 0.0, 3: 0.0}
IoUs for image 517: {1: 0.0, 2: 0.15963041933191188, 3: 0.0}
IoUs for image 518: {1: 0.0, 2: 0.0, 3: 0.0}
IoUs for image 519: {1: 0.0, 2: 0.7499615325434682, 3: 0.0}
IoUs for image 520: {1: nan, 2: 0.8883309901586663, 3: 0.8370188370188371}
IoUs for image 521: {1: 0.0, 2: 0.0, 3: 0.5346534653465347}
IoUs for image 522: {1: 0.12835926449787835, 2: 0.0, 3: 0.0}
IoUs for image 523: {1: 0.344249358847899, 2: 0.0, 3: 0.0}
IoUs for image 524: {1: 0.22214719783929776, 2: 0.0, 3: 0.0}
IoUs for image 525: {1: 0.0, 2: 0.017216, 3: 0.0}
IoUs for image 526: {1: 0.0, 2: 0.0, 3: 0.0}
IoUs for image 527: {1: 0.0, 2: 0.009829327137878652, 3: 0.0}
IoUs for image 528: {1: 0.26311452897555615, 2: 0.0, 3: 0.0}
IoUs for image 529: {1: 0.0, 2: 0.0, 3: 0.0}
IoUs for image 530: {1: 0.0, 2: 0.0, 3: 0.0}
IoUs for image 531: {1: 0.0, 2: 0.7360936846507737, 3: 0.0}
IoUs for image 532: {1: 0.12418300653594772, 2: 0.0, 3: 0.44467532467532467}
IoUs for image 533: {1: 0.0, 2: 0.0, 3: 0.6146679881070367}
IoUs for image 534: {1: 0.0, 2: 0.17028831131941485, 3: 0.0}
IoUs for image 535: {1: 0.0, 2: 0.0, 3: 0.0}
IoUs for image 536: {1: 0.0, 2: 0.0024443474465299, 3: 0.0}
IoUs for image 537: {1: 0.0, 2: 0.0, 3: 0.0}
IoUs for image 538: {1: 0.0, 2: 0.7429560059317845, 3: 0.727896066402021}
IoUs for image 539: {1: 0.2067620286085826, 2: 0.0, 3: 0.0}
IoUs for image 540: {1: 0.1114996114996115, 2: 0.0, 3: 0.0}
IoUs for image 541: {1: 0.0, 2: 0.02370407335786913, 3: 0.0}
IoUs for image 542: {1: 0.0, 2: 0.0, 3: nan}
IoUs for image 543: {1: 0.0, 2: 0.8299080054805246, 3: 0.5406538139145013}
IoUs for image 544: {1: 0.0, 2: 0.01846130078788815, 3: 0.0}
IoUs for image 545: {1: 0.0, 2: 0.0, 3: 0.7841658812441094}
IoUs for image 546: {1: 0.0, 2: 0.0, 3: 0.46609743847312907}
IoUs for image 547: {1: 0.0, 2: 0.7185079494496535, 3: 0.0}
IoUs for image 548: {1: 0.0, 2: 0.0, 3: 0.0}
IoUs for image 549: {1: 0.045228215767634854, 2: 0.0, 3: 0.0}
IoUs for image 550: {1: 0.08323083230832308, 2: 0.0, 3: 0.0}
IoUs for image 551: {1: 0.0, 2: 0.7808004426410918, 3: 0.0}
IoUs for image 552: {1: 0.018874773139745917, 2: 0.0, 3: 0.0}
IoUs for image 553: {1: 0.0, 2: 0.0, 3: 0.0}
IoUs for image 554: {1: 0.30269016697588125, 2: 0.0, 3: nan}
IoUs for image 555: {1: 0.0, 2: 0.0, 3: nan}
IoUs for image 556: {1: 0.0, 2: 0.0, 3: 0.7515416749552417}
IoUs for image 557: {1: 0.0, 2: 0.8483214237562356, 3: 0.0}
IoUs for image 558: {1: 0.0, 2: 0.0, 3: 0.0}
IoUs for image 559: {1: 0.0, 2: 0.0, 3: nan}
IoUs for image 560: {1: 0.17095879556259905, 2: 0.0, 3: 0.3251063829787234}
IoUs for image 561: {1: 0.0, 2: 0.0, 3: 0.8383958234456573}
IoUs for image 562: {1: 0.0, 2: 0.0, 3: 0.0}
IoUs for image 563: {1: 0.0, 2: 0.0, 3: 0.6393910561370124}
IoUs for image 564: {1: 0.0, 2: 0.0, 3: 0.8210526315789474}
IoUs for image 565: {1: 0.0, 2: 0.0, 3: 0.0}
IoUs for image 566: {1: 0.0, 2: 0.0, 3: 0.0}
IoUs for image 567: {1: 0.0, 2: 0.0695484182564598, 3: 0.0}
IoUs for image 568: {1: 0.13662790697674418, 2: 0.0, 3: 0.0}
IoUs for image 569: {1: 0.0, 2: 0.5980267132022283, 3: 0.0}
IoUs for image 570: {1: 0.0, 2: 0.7009750812567714, 3: 0.0}
IoUs for image 571: {1: 0.0, 2: 0.0, 3: 0.0}
IoUs for image 572: {1: 0.0, 2: 0.09325358851674641, 3: 0.0}
IoUs for image 573: {1: 0.0, 2: 0.0, 3: nan}
IoUs for image 574: {1: 0.0, 2: 0.8483639265762171, 3: 0.8714881780250348}
IoUs for image 575: {1: 0.0, 2: 0.0, 3: 0.0}
IoUs for image 576: {1: 0.15757829977628635, 2: 0.0, 3: 0.0}
IoUs for image 577: {1: 0.0, 2: 0.6701327433628319, 3: nan}
IoUs for image 578: {1: 0.0, 2: 0.0, 3: 0.350438892640108}
IoUs for image 579: {1: 0.0, 2: 0.4558252427184466, 3: 0.0}
IoUs for image 580: {1: 0.09367423407538021, 2: 0.0, 3: 0.0}
IoUs for image 581: {1: 0.23753462603878117, 2: 0.0, 3: 0.0}
IoUs for image 582: {1: 0.0, 2: 0.0, 3: 0.0}
IoUs for image 583: {1: 0.02973056673892846, 2: 0.0, 3: 0.8929213079410708}
IoUs for image 584: {1: 0.178714859437751, 2: 0.0, 3: 0.0}
IoUs for image 585: {1: 0.0, 2: 0.0, 3: 0.0}
IoUs for image 586: {1: 0.11671654553227875, 2: 0.0, 3: 0.7648173207036536}
IoUs for image 587: {1: 0.0, 2: 0.6977160449631273, 3: 0.0}
IoUs for image 588: {1: 0.0, 2: 0.8522259633370745, 3: 0.6913513513513514}
IoUs for image 589: {1: 0.015655577299412915, 2: 0.0, 3: 0.0}
IoUs for image 590: {1: 0.0, 2: 0.05561072492552135, 3: 0.0}
IoUs for image 591: {1: 0.0, 2: 0.0, 3: 0.0}
IoUs for image 592: {1: 0.08255451713395638, 2: 0.0, 3: 0.9274059274059274}
IoUs for image 593: {1: 0.0, 2: 0.0, 3: 0.4484403669724771}
IoUs for image 594: {1: nan, 2: 0.791943011545075, 3: 0.7168018998614685}
IoUs for image 595: {1: 0.0, 2: 0.0, 3: 0.7487512487512488}
IoUs for image 596: {1: 0.0, 2: 0.0, 3: 0.46867411364740164}
IoUs for image 597: {1: 0.0, 2: 0.04913945632941934, 3: 0.0}
IoUs for image 598: {1: 0.3943466172381835, 2: 0.0, 3: 0.3425433935529578}
IoUs for image 599: {1: 0.0, 2: 0.0, 3: 0.021971985718209283}
IoUs for image 600: {1: 0.10989345509893456, 2: 0.0, 3: 0.0}
IoUs for image 601: {1: nan, 2: 0.8170708420851632, 3: 0.9098338327431218}
IoUs for image 602: {1: 0.0, 2: 0.005128205128205128, 3: 0.0}
IoUs for image 603: {1: 0.0, 2: 0.0, 3: 0.0}
IoUs for image 604: {1: 0.0, 2: 0.0, 3: 0.0}
IoUs for image 605: {1: 0.11229264142917907, 2: 0.0, 3: 0.7045840407470289}
IoUs for image 606: {1: 0.0, 2: 0.7272830920077529, 3: 0.0}
IoUs for image 607: {1: 0.0, 2: 0.0, 3: 0.0}
IoUs for image 608: {1: 0.027793218454697052, 2: 0.0, 3: 0.6073563218390805}
IoUs for image 609: {1: 0.0, 2: 0.06623328836011284, 3: 0.0}
IoUs for image 610: {1: 0.0, 2: 0.0, 3: 0.0}
IoUs for image 611: {1: 0.0, 2: 0.0, 3: 0.0}
IoUs for image 612: {1: 0.0, 2: 0.0, 3: 0.30776255707762556}
IoUs for image 613: {1: 0.1478825136612022, 2: 0.0, 3: 0.0}
IoUs for image 614: {1: 0.0, 2: 0.19543064840656843, 3: 0.0}
IoUs for image 615: {1: 0.0, 2: 0.0, 3: 0.0}
IoUs for image 616: {1: 0.0, 2: 0.9048747461069736, 3: 0.0}
IoUs for image 617: {1: 0.03194444444444444, 2: 0.0, 3: 0.7471333735666867}
IoUs for image 618: {1: 0.012980269989615784, 2: 0.0, 3: 0.0}
IoUs for image 619: {1: 0.0, 2: 0.0, 3: 0.23381224168470774}
IoUs for image 620: {1: 0.02600140548137737, 2: 0.0, 3: 0.49287169042769857}
IoUs for image 621: {1: 0.2687135813536531, 2: 0.0, 3: 0.0}
IoUs for image 622: {1: 0.0, 2: 0.09063590538968593, 3: 0.0}
IoUs for image 623: {1: 0.0, 2: 0.6470214119143524, 3: 0.0}
IoUs for image 624: {1: 0.015767309763980022, 2: 0.0, 3: 0.0}
IoUs for image 625: {1: nan, 2: 0.04056553911205074, 3: 0.0}
IoUs for image 626: {1: 0.0, 2: 0.0, 3: 0.8306625209280076}
IoUs for image 627: {1: 0.00367047308319739, 2: 0.0, 3: 0.0}
IoUs for image 628: {1: 0.0, 2: 0.027619968572464643, 3: 0.0}
IoUs for image 629: {1: 0.013677811550151976, 2: 0.0, 3: 0.0}
IoUs for image 630: {1: 0.0, 2: 0.0, 3: 0.0}
IoUs for image 631: {1: 0.0, 2: 0.0, 3: 0.39188495120698513}
IoUs for image 632: {1: 0.0, 2: 0.0, 3: 0.33257800244029984}
IoUs for image 633: {1: 0.24452629425005115, 2: 0.0, 3: 0.0}
IoUs for image 634: {1: 0.0, 2: 0.0, 3: 0.8244329344525808}
IoUs for image 635: {1: 0.0, 2: 0.0, 3: 0.0}
IoUs for image 636: {1: 0.023575638506876228, 2: 0.0, 3: 0.0}
IoUs for image 637: {1: 0.0, 2: 0.0, 3: 0.0}
IoUs for image 638: {1: 0.0, 2: 0.0, 3: 0.2283892743296456}
IoUs for image 639: {1: 0.0, 2: 0.0, 3: 0.8200280112044818}
IoUs for image 640: {1: 0.0, 2: 0.8578221588207323, 3: 0.6153846153846154}
IoUs for image 641: {1: 0.0005277044854881266, 2: 0.0, 3: 0.0}
IoUs for image 642: {1: nan, 2: 0.8707440100882724, 3: 0.5461876832844574}
IoUs for image 643: {1: 0.0014292520247737017, 2: 0.0, 3: 0.0}
IoUs for image 644: {1: 0.0, 2: 0.0, 3: 0.0}
IoUs for image 645: {1: 0.0, 2: 0.824294129595775, 3: 0.6496683250414593}
IoUs for image 646: {1: 0.01273148148148148, 2: 0.0, 3: 0.0}
IoUs for image 647: {1: 0.0, 2: 0.0, 3: 0.0014457831325301205}
IoUs for image 648: {1: 0.0, 2: 0.0, 3: 0.0}
IoUs for image 649: {1: 0.0, 2: 0.0, 3: 0.004685059864653826}
IoUs for image 650: {1: 0.0, 2: 0.04883583267561168, 3: 0.0}
IoUs for image 651: {1: nan, 2: 0.8280813721579577, 3: 0.764775413711584}
IoUs for image 652: {1: 0.0, 2: 0.4209228765466555, 3: 0.0}
IoUs for image 653: {1: 0.0, 2: 0.0, 3: 0.0}
IoUs for image 654: {1: 0.0, 2: 0.0, 3: 0.0}
IoUs for image 655: {1: 0.0, 2: 0.011101042138649752, 3: 0.0}
IoUs for image 656: {1: 0.0, 2: 0.12953582135842034, 3: 0.0}
IoUs for image 657: {1: 0.0, 2: 0.8205949656750572, 3: 0.7598555522118567}
IoUs for image 658: {1: 0.0, 2: 0.0011696883616008021, 3: 0.0}
IoUs for image 659: {1: 0.0, 2: 0.0, 3: 0.0}
IoUs for image 660: {1: 0.0, 2: 0.8287547064565611, 3: 0.0}
IoUs for image 661: {1: 0.0, 2: 0.1161236424394319, 3: 0.0}
IoUs for image 662: {1: 0.2623015873015873, 2: 0.0, 3: 0.0}
IoUs for image 663: {1: 0.0, 2: 0.32762772194304857, 3: 0.0}
IoUs for image 664: {1: 0.0, 2: 0.0, 3: 0.0}
IoUs for image 665: {1: 0.14624505928853754, 2: 0.0, 3: 0.8615863141524106}
IoUs for image 666: {1: 0.2802754151478331, 2: 0.0, 3: 0.0}
IoUs for image 667: {1: 0.0, 2: 0.0, 3: 0.0}
IoUs for image 668: {1: 0.0, 2: 0.7419871794871795, 3: 0.0}
IoUs for image 669: {1: 0.0, 2: 0.0, 3: 0.0}
IoUs for image 670: {1: 0.0, 2: 0.0, 3: 0.0}
IoUs for image 671: {1: nan, 2: 0.8126089022651671, 3: 0.6721311475409836}
IoUs for image 672: {1: 0.0, 2: 0.0, 3: 0.8464619492656876}
IoUs for image 673: {1: 0.0, 2: 0.8501221830029867, 3: 0.8134228187919463}
IoUs for image 674: {1: 0.0, 2: 0.7772363383223112, 3: 0.7431080751402781}
IoUs for image 675: {1: 0.0, 2: 0.0, 3: 0.04130545639979602}
IoUs for image 676: {1: 0.0, 2: 0.0, 3: 0.0}
IoUs for image 677: {1: 0.0, 2: 0.0, 3: 0.0}
IoUs for image 678: {1: 0.00807899461400359, 2: 0.0, 3: 0.0}
IoUs for image 679: {1: 0.0, 2: 0.0, 3: 0.0}
IoUs for image 680: {1: 0.0, 2: 0.0002173676774263667, 3: 0.0}
IoUs for image 681: {1: 0.29841123647248446, 2: 0.0, 3: 0.0}
IoUs for image 682: {1: 0.0, 2: 0.888107791446983, 3: 0.7446489726027398}
IoUs for image 683: {1: 0.0, 2: 0.0, 3: 0.02023121387283237}
IoUs for image 684: {1: 0.19532803180914513, 2: 0.0, 3: 0.0}
IoUs for image 685: {1: 0.0, 2: 0.0, 3: 0.7969196919691969}
IoUs for image 686: {1: 0.0, 2: 0.0, 3: 0.7134831460674157}
IoUs for image 687: {1: 0.0, 2: 0.8239110287303059, 3: nan}
IoUs for image 688: {1: 0.23226154122507633, 2: 0.0, 3: 0.0}
IoUs for image 689: {1: 0.0, 2: 0.7212451635596201, 3: 0.0}
IoUs for image 690: {1: 0.0, 2: 0.0, 3: 0.0}
IoUs for image 691: {1: 0.0028653295128939827, 2: 0.0, 3: 0.0}
IoUs for image 692: {1: 0.0, 2: 0.8706355591311343, 3: 0.33137139493819895}
IoUs for image 693: {1: 0.0, 2: 0.0, 3: 0.0}
IoUs for image 694: {1: 0.0, 2: 0.0, 3: 0.0}
IoUs for image 695: {1: 0.0, 2: 0.7664220824598184, 3: 0.8570491803278688}
IoUs for image 696: {1: 0.0, 2: 0.0, 3: 0.2941950028179598}
IoUs for image 697: {1: 0.0, 2: 0.0, 3: 0.7049591964846202}
IoUs for image 698: {1: 0.1137218045112782, 2: 0.0, 3: 0.3734687780101584}
IoUs for image 699: {1: 0.17548076923076922, 2: 0.8742054198728672, 3: 0.877783531848783}
IoUs for image 700: {1: 0.0, 2: 0.07340989992611996, 3: 0.0}
IoUs for image 701: {1: 0.0, 2: 0.0, 3: 0.7272727272727273}
IoUs for image 702: {1: nan, 2: 0.834503745318352, 3: 0.6764705882352942}
IoUs for image 703: {1: 0.0, 2: 0.0, 3: 0.3760886777513856}
IoUs for image 704: {1: 0.0, 2: 0.04211187932118165, 3: 0.0}
IoUs for image 705: {1: 0.0, 2: 0.0, 3: 0.6496039000609385}
IoUs for image 706: {1: 0.19535394183281507, 2: 0.0, 3: 0.0}
IoUs for image 707: {1: 0.0, 2: 0.7266419981498612, 3: 0.0}
IoUs for image 708: {1: 0.0, 2: 0.0, 3: 0.0}
IoUs for image 709: {1: 0.034013605442176874, 2: 0.0, 3: 0.0}
IoUs for image 710: {1: 0.0, 2: 0.0, 3: 0.0}
IoUs for image 711: {1: 0.0, 2: 0.08711407450355124, 3: 0.0}
IoUs for image 712: {1: 0.0, 2: 0.0, 3: 0.6431587837837838}
IoUs for image 713: {1: 0.11759504862953139, 2: 0.0, 3: 0.582089552238806}
IoUs for image 714: {1: 0.0, 2: 0.12048409591937734, 3: 0.0}
IoUs for image 715: {1: 0.0, 2: 0.0, 3: 0.0}
IoUs for image 716: {1: 0.0, 2: 0.0, 3: 0.0}
IoUs for image 717: {1: 0.0, 2: 0.0, 3: 0.0}
IoUs for image 718: {1: nan, 2: 0.9211283822682786, 3: 0.7429954151808457}
IoUs for image 719: {1: 0.0, 2: 0.0, 3: 0.0}
IoUs for image 720: {1: 0.0, 2: 0.0, 3: 0.0}
IoUs for image 721: {1: 0.1047098402018503, 2: 0.0, 3: 0.0}
IoUs for image 722: {1: 0.0, 2: 0.4851682829435254, 3: 0.7652794292508918}
IoUs for image 723: {1: 0.0, 2: 0.0, 3: 0.0}
IoUs for image 724: {1: 0.0, 2: 0.0, 3: 0.5058799257272539}
IoUs for image 725: {1: 0.03192881444647998, 2: 0.0, 3: 0.0}
IoUs for image 726: {1: 0.0, 2: 0.0, 3: 0.0}
IoUs for image 727: {1: 0.02304038004750594, 2: 0.0, 3: 0.0}
IoUs for image 728: {1: 0.0, 2: 0.0, 3: 0.017785682525566917}
IoUs for image 729: {1: 0.04090194022024122, 2: 0.0, 3: 0.0}
IoUs for image 730: {1: 0.0, 2: 0.13216145833333334, 3: 0.0}
IoUs for image 731: {1: 0.0, 2: 0.0, 3: 0.0}
IoUs for image 732: {1: 0.1858434196414892, 2: 0.0, 3: 0.0}
